loss,accuracy,f1_score,roc_auc,average_precision,val_loss,val_accuracy,val_f1_score,val_roc_auc,val_average_precision,lr
1.698846697807312,0.3349682688713074,0.06276150792837143,0.6508396863937378,0.3399848937988281,1.4118033647537231,0.3744680881500244,0.11418521404266357,0.6926911473274231,0.39468854665756226,0.00072
1.393398642539978,0.37952008843421936,0.12314029037952423,0.6862806081771851,0.39388012886047363,1.3376622200012207,0.4046880602836609,0.12642070651054382,0.708108127117157,0.4311988949775696,0.00072
1.328580379486084,0.4009665250778198,0.1463671177625656,0.700846791267395,0.42379653453826904,1.3188796043395996,0.4114677309989929,0.13801389932632446,0.7111160159111023,0.4381123483181,0.00072
1.3094244003295898,0.40630409121513367,0.154868483543396,0.7062109112739563,0.43529200553894043,1.2972162961959839,0.4153624176979065,0.15915359556674957,0.7166500091552734,0.4478340744972229,0.00072
1.294887661933899,0.4141421318054199,0.15895847976207733,0.7118042707443237,0.44247815012931824,1.2887898683547974,0.4137035608291626,0.16281014680862427,0.7196239829063416,0.4524988830089569,0.00072
1.2834033966064453,0.4200567305088043,0.16589394211769104,0.7164306044578552,0.4493617117404938,1.267602801322937,0.4327443242073059,0.1768139898777008,0.729407012462616,0.46689391136169434,0.00065148296
1.2735787630081177,0.4270773231983185,0.17073184251785278,0.7231498956680298,0.45563578605651855,1.2638741731643677,0.43483591079711914,0.18402114510536194,0.7307308912277222,0.4678767919540405,0.00058948615
1.265678882598877,0.4328957498073578,0.172369584441185,0.7267951965332031,0.4610390067100525,1.2520862817764282,0.444428414106369,0.18888990581035614,0.7359142303466797,0.47920116782188416,0.00053338916
1.2573052644729614,0.43883439898490906,0.17813971638679504,0.7327128052711487,0.4681205451488495,1.2503535747528076,0.4487558603286743,0.1792081594467163,0.7382417321205139,0.4780646562576294,0.00048263048
1.2497355937957764,0.446167528629303,0.18277199566364288,0.7360809445381165,0.47409355640411377,1.2479652166366577,0.45315542817115784,0.1925329715013504,0.7418540716171265,0.48291152715682983,0.00043670213
1.2430037260055542,0.44797077775001526,0.18728546798229218,0.7403268218040466,0.47828373312950134,1.250346064567566,0.448323130607605,0.18570160865783691,0.7448607683181763,0.4830382466316223,0.00039514442
1.2381646633148193,0.45246681571006775,0.1894872486591339,0.7427575588226318,0.48127615451812744,1.2327144145965576,0.45885321497917175,0.19164226949214935,0.749910831451416,0.491199254989624,0.00035754146
1.2330458164215088,0.45506346225738525,0.19401611387729645,0.7459545135498047,0.4857370853424072,1.2301329374313354,0.4604399502277374,0.19599884748458862,0.7506997585296631,0.494880348443985,0.0003235169
1.2256866693496704,0.46054530143737793,0.1955592781305313,0.7494460344314575,0.49094289541244507,1.2268446683883667,0.4593580961227417,0.2053508162498474,0.7538744211196899,0.49526655673980713,0.0002927302
1.2231924533843994,0.46008849143981934,0.19927199184894562,0.7503911256790161,0.49207431077957153,1.223976492881775,0.46584925055503845,0.19998735189437866,0.7550362348556519,0.49646130204200745,0.00026487323
1.2195661067962646,0.46367090940475464,0.19986794888973236,0.7522615790367126,0.49430689215660095,1.2179219722747803,0.46693113446235657,0.19588007032871246,0.7564308047294617,0.500549852848053,0.00023966722
